Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Worldwide,Small Cars,,Vehicle Sales by make,Venucia,thousand vehicles,Statista Market Insights,,60.58,39.5,15.33,0.19,0.37,27.12,29.5,10.65,10.84,11.01,11.16,11.3,11.42,11.53,11.63
Worldwide,Small Cars,,Vehicle Sales by make,Volkswagen,thousand vehicles,Statista Market Insights,,730.1,733.6,709.4,659.8,523.6,290.5,310.2,379.7,412,494,497.4,504.8,506.5,512.8,520.6
Worldwide,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Worldwide,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Worldwide,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Worldwide,Medium Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,21.28,21.35,20.99,21.39,21.34,21.75,22.31,21.18,21.52,23.04,24.9,27.32,29.72,32.17,34.6
Worldwide,Medium Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,"375,600","389,700","360,300","341,700","275,000","202,500","210,000","227,200","254,500","303,300","340,600","382,900","425,300","477,700","531,600"
Worldwide,Medium Cars,,Revenue by make,Alfa Romeo,million USD (US$),Statista Market Insights,,"1,131","1,116",892.4,733.4,415.3,284.7,120.4,307.5,302,553,610,637.5,598.1,593.9,550.3
Worldwide,Medium Cars,,Revenue by make,Audi,million USD (US$),Statista Market Insights,,"9,480","9,692","8,781","8,668","5,217","5,182","4,306","4,645","5,901","6,852","6,800","6,596","6,594","6,726","6,853"
Worldwide,Medium Cars,,Revenue by make,Baojun,million USD (US$),Statista Market Insights,,268,150.7,49.57,71.26,51.45,45.67,55.99,24.27,25.84,28.18,28.6,29.76,29.42,29.6,29.59
Worldwide,Medium Cars,,Revenue by make,Besturn,million USD (US$),Statista Market Insights,,719.7,411.3,147.1,55.28,5.51,320.8,310.3,133.4,140.9,144.9,145.8,149.1,149.1,152.2,153.8
Worldwide,Medium Cars,,Revenue by make,BMW,million USD (US$),Statista Market Insights,,"8,996","10,160","9,676","8,743","7,860","5,399","5,402","4,430","4,670","6,771","6,955","6,847","6,693","6,756","6,831"
Worldwide,Medium Cars,,Revenue by make,Brilliance,million USD (US$),Statista Market Insights,,686.7,536.1,492.3,359.4,21.31,108.5,343.6,255.8,266.1,278.1,282,288.8,290.8,295.8,299
Worldwide,Medium Cars,,Revenue by make,Buick,million USD (US$),Statista Market Insights,,"6,545","6,489","5,981","4,477",810,"3,266","3,476","2,984","3,095","3,134","3,223","3,281","3,273","3,347","3,336"
Worldwide,Medium Cars,,Revenue by make,BYD,million USD (US$),Statista Market Insights,,"2,119","1,897","1,857","2,033","1,063","1,083",730.8,"3,909","6,635","6,752","6,837","6,963","6,998","7,127","7,146"
Worldwide,Medium Cars,,Revenue by make,Cadillac,million USD (US$),Statista Market Insights,,286.1,257.1,201.4,268.4,292.8,302.2,316.3,346.9,408.5,345.3,346.6,351.7,347.3,350.5,356.5
Worldwide,Medium Cars,,Revenue by make,Changan,million USD (US$),Statista Market Insights,,"2,271","1,725","1,265","1,402",994.9,"1,511","1,624","1,873","1,928","1,896","1,929","1,956","1,940","1,993","1,973"
Worldwide,Medium Cars,,Revenue by make,Chery,million USD (US$),Statista Market Insights,,898.8,"2,762","2,223","1,848","1,062",377.4,"1,333","1,827","1,893","1,930","1,965","1,994","1,934","2,020","1,954"
Worldwide,Medium Cars,,Revenue by make,Chevrolet,million USD (US$),Statista Market Insights,,"10,420","10,380","10,710","11,370","5,099","2,521","2,337","6,506","6,659","6,883","9,343","11,710","13,550","15,570","17,680"
Worldwide,Medium Cars,,Revenue by make,Ciimo,million USD (US$),Statista Market Insights,,38.31,18.97,12.78,14.41,16.05,33.54,39.42,23.66,24.33,24.81,25.25,25.62,25.79,26.21,26.33
Worldwide,Medium Cars,,Revenue by make,Citroën,million USD (US$),Statista Market Insights,,"4,286","4,614","2,686","2,773",946.3,854.2,"1,333","1,886","1,196","1,570","1,797","1,923","1,867","1,671","1,656"
Worldwide,Medium Cars,,Revenue by make,Denza,million USD (US$),Statista Market Insights,,167.5,126.7,246,98.39,101,92.87,111.1,531.7,"6,911","7,053","7,175","7,276","7,283","7,433","7,420"
Worldwide,Medium Cars,,Revenue by make,Dodge,million USD (US$),Statista Market Insights,,"1,452",763.9,231.8,32.96,13.49,18.81,21.36,494.5,474.5,297.5,427.6,486.8,484.8,426.3,402
Worldwide,Medium Cars,,Revenue by make,Dongfeng,million USD (US$),Statista Market Insights,,"2,335","1,912","1,854","1,601","1,367",963.5,"1,832","1,334","1,365","1,402","1,415","1,440","1,448","1,471","1,487"
Worldwide,Medium Cars,,Revenue by make,DS,million USD (US$),Statista Market Insights,,490.1,550.4,367.5,188.5,14.15,283.3,163.8,300.3,290.8,203.4,294.5,352,301.9,260.4,243.8
Worldwide,Medium Cars,,Revenue by make,Fiat,million USD (US$),Statista Market Insights,,"6,101","6,146","6,484","5,487","4,966","3,670","4,445","4,097","4,632","8,799","14,420","21,830","29,740","37,910","46,800"
Worldwide,Medium Cars,,Revenue by make,Ford,million USD (US$),Statista Market Insights,,"26,760","27,220","25,020","15,730","9,858","9,221","9,123","10,060","11,620","13,870","17,100","20,650","23,640","26,660","30,480"
Worldwide,Medium Cars,,Revenue by make,Geely,million USD (US$),Statista Market Insights,,"1,510","1,626","1,698","1,668",927.5,"1,299","1,273",976,"1,001","1,027","1,046","1,062","1,069","1,087","1,091"
Worldwide,Medium Cars,,Revenue by make,Great Wall,million USD (US$),Statista Market Insights,,279,58.77,23.16,23.09,25.55,155.7,177.3,103.9,106.4,106.2,107.9,109.2,109.2,111.5,111.9
Worldwide,Medium Cars,,Revenue by make,Hafei,million USD (US$),Statista Market Insights,,0.01,5.08,2.56,7.72,5.18,3.41,2.29,1.6,1.64,1.69,1.7,1.75,1.74,1.79,1.81
Worldwide,Medium Cars,,Revenue by make,Haima,million USD (US$),Statista Market Insights,,886.5,736.8,236.8,75.58,4.92,65.02,304.2,34.45,35.81,37.09,37.76,38.31,37.81,38.99,38.62
Worldwide,Medium Cars,,Revenue by make,Honda,million USD (US$),Statista Market Insights,,"16,200","18,190","20,160","19,970","12,070","15,060","14,250","11,620","13,400","15,570","16,300","16,130","15,150","15,610","15,300"
Worldwide,Medium Cars,,Revenue by make,Hyundai,million USD (US$),Statista Market Insights,,"24,840","25,520","24,370","24,110","20,940","14,280","16,100","14,790","16,490","19,020","19,420","20,070","23,720","27,980","32,290"
Worldwide,Medium Cars,,Revenue by make,Infiniti,million USD (US$),Statista Market Insights,,24.44,255.5,243.1,116.2,62.77,50.98,120.6,121.5,122.7,98.13,124.9,137.4,133.6,125.9,122.9
Worldwide,Medium Cars,,Revenue by make,JAC,million USD (US$),Statista Market Insights,,262.2,153.3,126.4,90.6,109.9,167.9,192.7,51.38,52.64,43.57,42.56,43.78,45.57,46.08,45.77
Worldwide,Medium Cars,,Revenue by make,Kia,million USD (US$),Statista Market Insights,,"12,690","13,580","10,720","8,690","8,494","7,769","8,770","7,331","8,269","8,721","8,815","8,944","10,160","11,770","13,430"
Worldwide,Medium Cars,,Revenue by make,Lada,million USD (US$),Statista Market Insights,,,0.1,11.93,17.29,21.09,11.02,11.17,10.83,10.97,10.73,11.68,13.69,12.57,12.3,12.09
Worldwide,Medium Cars,,Revenue by make,Lancia,million USD (US$),Statista Market Insights,,207.6,210.4,209.1,223.9,217.2,275.1,260,263,490.4,479.3,456.4,401.4,384.9,401.8,420.7
Worldwide,Medium Cars,,Revenue by make,Lifan,million USD (US$),Statista Market Insights,,128.9,52.17,43.39,7.18,1.72,77.18,91.75,52.44,53.38,54.89,55.06,56.46,56.24,57.7,58.35
Worldwide,Medium Cars,,Revenue by make,Luxgen,million USD (US$),Statista Market Insights,,122,37.53,2.01,1.67,6.94,28.95,50.65,27.6,28.44,29.03,29.56,29.97,29.95,30.6,30.5
Worldwide,Medium Cars,,Revenue by make,Maruti Suzuki,million USD (US$),Statista Market Insights,,287.6,314.3,385,392.6,430.6,359.2,392.9,495.3,511.7,431.6,423.1,425,444.7,445.4,456.2
Worldwide,Medium Cars,,Revenue by make,Mazda,million USD (US$),Statista Market Insights,,"10,340","9,786","9,589","8,545","6,284","4,867","6,904","6,017","6,262","6,048","6,506","6,835","7,141","7,261","7,450"
Worldwide,Medium Cars,,Revenue by make,Mercedes-Benz,million USD (US$),Statista Market Insights,,"9,079","9,798","9,732","9,914","10,630","5,016","4,913","4,158","5,072","7,965","9,248","10,930","13,840","17,180","20,610"
Worldwide,Medium Cars,,Revenue by make,MG,million USD (US$),Statista Market Insights,,519.2,634,742.3,"2,065","1,235",512.4,743.4,874.6,970.3,"1,046","1,074","1,096","1,098","1,106","1,111"
Worldwide,Medium Cars,,Revenue by make,Mitsubishi,million USD (US$),Statista Market Insights,,"1,476","1,323","1,339","1,353","1,350","1,181","1,432","1,752","1,308","1,344","1,522","1,634","1,594","1,443","1,444"
Worldwide,Medium Cars,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,"45,320","46,080","42,440","43,870","42,060","31,310","24,090","33,860","35,180","35,220","36,390","36,950","36,180","36,000","35,530"
Worldwide,Medium Cars,,Revenue by make,Opel/Vauxhall,million USD (US$),Statista Market Insights,,"4,367","5,784","4,955","3,694","3,218","1,912","1,818","1,234","2,024","3,121","3,217","3,087","2,885","2,932","2,943"
Worldwide,Medium Cars,,Revenue by make,Others,million USD (US$),Statista Market Insights,,379.4,392,363.9,341.4,284.3,278.9,472.4,508.9,516.1,462.4,478.9,477.6,476,478.7,484.7
Worldwide,Medium Cars,,Revenue by make,Peugeot,million USD (US$),Statista Market Insights,,"11,960","10,610","7,365","5,969","4,735","2,738","2,839","1,801","4,530","6,567","9,865","14,010","18,410","23,010","28,060"
Worldwide,Medium Cars,,Revenue by make,Proton,million USD (US$),Statista Market Insights,,294.2,219.3,230.8,223.7,366.5,381.1,413.3,435.3,439.3,451.3,470.1,476.9,493.9,502.9,520.4
Worldwide,Medium Cars,,Revenue by make,Qoros,million USD (US$),Statista Market Insights,,614.5,575.7,159.6,699.9,44.62,17.59,313.6,234,240.1,246.3,248.3,253,254,258.6,261.3
Worldwide,Medium Cars,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,"4,729","5,265","5,383","4,742","4,573","2,876","3,103","2,140","2,418","5,000","6,812","9,288","13,020","17,030","21,290"
Worldwide,Medium Cars,,Revenue by make,Roewe,million USD (US$),Statista Market Insights,,"1,460","1,997","2,383","3,789","2,994","1,781",476.3,"1,703","1,743","1,771","1,775","1,815","1,811","1,853","1,844"
Worldwide,Medium Cars,,Revenue by make,Scion,million USD (US$),Statista Market Insights,,576.9,226.4,227,0.07,0.04,247.2,278.4,263.2,330.9,223.7,309.1,343.9,310.4,246.9,261.6
Worldwide,Medium Cars,,Revenue by make,SEAT,million USD (US$),Statista Market Insights,,"3,343","3,528","3,628","3,634","3,643","2,477",927.9,"1,791","2,093","2,176","2,587","2,745","3,689","4,749","5,815"
Worldwide,Medium Cars,,Revenue by make,Senova,million USD (US$),Statista Market Insights,,758.5,322.3,285,724.9,209.7,48.2,59.98,190.6,196.1,201.3,202.8,207,207.4,211.6,213.9
Worldwide,Medium Cars,,Revenue by make,Skoda,million USD (US$),Statista Market Insights,,"10,140","11,480","11,280","10,460","9,476","6,045","4,333","4,826","5,456","5,836","6,015","5,843","5,724","5,594","5,630"
Worldwide,Medium Cars,,Revenue by make,Soueast,million USD (US$),Statista Market Insights,,399.9,159.8,69.94,25.84,3.34,98.96,190.4,16.64,17.01,17.46,17.76,18.05,18.07,18.38,18.45
Worldwide,Medium Cars,,Revenue by make,Subaru,million USD (US$),Statista Market Insights,,"11,130","10,740","12,760","13,160","7,803","6,407","7,271","2,824","3,163","7,131","7,236","7,078","6,111","6,354","6,069"
Worldwide,Medium Cars,,Revenue by make,Suzuki,million USD (US$),Statista Market Insights,,"2,973","2,385","1,826","1,610","1,478","1,245","1,376","1,086","1,348","1,485","1,486","1,468","1,447","1,461","1,474"
Worldwide,Medium Cars,,Revenue by make,Toyota,million USD (US$),Statista Market Insights,,"49,200","49,580","45,200","46,970","39,600","27,190","35,760","36,830","39,640","47,960","51,130","55,510","58,580","64,020","68,410"
Worldwide,Medium Cars,,Revenue by make,Trumpchi,million USD (US$),Statista Market Insights,,111.1,219.3,28.79,"1,224",318.5,42.78,96.69,168,172.3,177.2,177.3,181.3,180.7,185,187
Worldwide,Medium Cars,,Revenue by make,Venucia,million USD (US$),Statista Market Insights,,,,184.1,684.4,979,342.2,368.1,292.4,280.5,305.8,304.8,313.4,310.5,312.5,322
Worldwide,Medium Cars,,Revenue by make,Volkswagen,million USD (US$),Statista Market Insights,,"60,550","68,340","60,310","54,800","48,880","29,510","30,650","40,390","39,970","52,360","63,500","77,860","90,770","104,900","120,600"
Worldwide,Medium Cars,,Revenue by make,Volvo,million USD (US$),Statista Market Insights,,"2,541","2,303","2,171","1,787","1,295",453.5,"1,280","1,609","1,742","1,385","1,707","1,872","1,839","1,678","1,617"
Worldwide,Medium Cars,,Revenue by make,Youngman,million USD (US$),Statista Market Insights,,281.7,41.41,13.21,1.22,0.09,287.9,342.5,179.2,184,188.8,190.3,193.9,194.6,198.1,200.2
Worldwide,Medium Cars,,Revenue by make,Zotye,million USD (US$),Statista Market Insights,,198.8,197.5,188.5,110.2,67.72,55.96,168.8,162.3,166.5,170.7,171.4,173.3,173.9,176,175.2
Worldwide,Medium Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,58.5,62.23,61.07,73.62,82.86,82,92.14,91.71,98.76,99.19,99.27,99.31,99.36,99.28,99.43
Worldwide,Medium Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,41.5,37.77,38.93,26.38,17.14,18,7.86,8.29,1.24,0.81,0.73,0.69,0.64,0.72,0.57
Worldwide,Medium Cars,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,0.13,0.4,0.19,0.17,0.18,0.13,0.02,0.05,4.83,4.75,4.61,4.47,4.26,4.57,3.68
Worldwide,Medium Cars,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,10.22,9.46,8.64,6.52,7.05,6.33,5.27,2.37,1.75,1.61,1.51,1.39,1.24,1.2,0.85
Worldwide,Medium Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,0.45,1.15,1.3,1.94,1.67,2.85,3.43,3.38,21.71,20.52,21.16,22.1,23.42,27.44,27.84
Worldwide,Medium Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,3.02,2.37,2.19,2.2,2.37,2.9,17.41,18.95,15.71,16.66,16.94,17.48,17.25,17.6,16.99
Worldwide,Medium Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,86.18,86.62,87.68,89.16,88.73,87.79,73.88,75.25,56,56.47,55.78,54.55,53.83,49.18,50.64
Worldwide,Medium Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,72.6,69.57,67.41,24.74,22.06,19.36,9.29,11.85,0.44,0.21,0.2,0.18,0.15,0.12,0.09
Worldwide,Medium Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,16.58,16.7,17.8,52.09,54.99,53.55,81.96,81.98,67.36,64.97,63.62,62.32,61.46,58.37,59.05
Worldwide,Medium Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,10.82,13.73,14.78,23.17,22.95,27.09,8.76,6.16,31.85,34.3,35.44,36.42,36.86,39.32,37.78
Worldwide,Medium Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,0.01,0.35,0.52,0.75,1.07,1.54,2.2,3.08
Worldwide,Medium Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,126.1,124.1,125.5,124.6,122.4,124,114.7,122.4,113,102.8,94.79,87.61,80.75,75.91,68.36
Worldwide,Medium Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,"17,650","18,250","17,160","15,980","12,890","9,308","9,415","10,730","11,820","13,160","13,680","14,020","14,310","14,850","15,360"
Worldwide,Medium Cars,,Vehicle Sales by make,Alfa Romeo,thousand vehicles,Statista Market Insights,,42.07,41.82,33.78,28.04,16.01,11.02,4.44,11.02,11.03,20.41,22.51,23.53,22.04,21.89,20.29
Worldwide,Medium Cars,,Vehicle Sales by make,Audi,thousand vehicles,Statista Market Insights,,315.8,322.2,285.3,276.7,158.1,164.6,133.9,148.6,180.7,212,209.9,205,205.6,208.4,211.1
Worldwide,Medium Cars,,Vehicle Sales by make,Baojun,thousand vehicles,Statista Market Insights,,25.26,14.16,4.64,6.67,4.81,4.32,4.86,2.24,2.36,2.55,2.61,2.69,2.68,2.67,2.66
Worldwide,Medium Cars,,Vehicle Sales by make,Besturn,thousand vehicles,Statista Market Insights,,59.38,34,11.95,4.38,0.43,26.26,23.47,10.72,10.94,11.14,11.29,11.44,11.56,11.67,11.76
Worldwide,Medium Cars,,Vehicle Sales by make,BMW,thousand vehicles,Statista Market Insights,,280.7,320.2,304.6,272.8,244.8,170.8,163.3,129,139.1,204.2,209.9,205.3,200.1,202.2,204
Worldwide,Medium Cars,,Vehicle Sales by make,Brilliance,thousand vehicles,Statista Market Insights,,48.14,37.84,37.14,26.69,1.68,8,23.09,18.12,18.67,19.32,19.63,19.99,20.22,20.43,20.62
Worldwide,Medium Cars,,Vehicle Sales by make,Buick,thousand vehicles,Statista Market Insights,,469,485.1,448.4,313.2,45.68,243.2,226.4,204.4,210.2,212,215.9,218.8,221.1,223.4,225.3
Worldwide,Medium Cars,,Vehicle Sales by make,BYD,thousand vehicles,Statista Market Insights,,233.5,184.6,160.9,99.2,33.86,66.95,69.09,309,520.6,528.8,536.1,542.8,548.7,554.1,558.9
Worldwide,Medium Cars,,Vehicle Sales by make,Cadillac,thousand vehicles,Statista Market Insights,,4.08,3.79,3.03,4.05,4.42,4.55,4.45,4.9,5.78,4.84,4.88,4.94,4.87,4.91,4.99
Worldwide,Medium Cars,,Vehicle Sales by make,Changan,thousand vehicles,Statista Market Insights,,187.8,162,97.72,130.8,96.21,136,135.9,159,162.8,165,167.2,169.3,171.1,172.8,174.2
Worldwide,Medium Cars,,Vehicle Sales by make,Chery,thousand vehicles,Statista Market Insights,,75.54,232.6,212.5,148.3,101.1,31.69,116.7,185.9,191,194.7,197.1,199.4,201.3,203.2,204.8
Worldwide,Medium Cars,,Vehicle Sales by make,Chevrolet,thousand vehicles,Statista Market Insights,,585.3,555.9,589.4,621.6,296.8,132.9,110,332.5,340,311.3,364.4,387.6,382.9,379.7,377
Worldwide,Medium Cars,,Vehicle Sales by make,Ciimo,thousand vehicles,Statista Market Insights,,2.35,1.18,0.79,0.9,1,2.08,2.24,1.43,1.45,1.48,1.5,1.52,1.53,1.55,1.56
Worldwide,Medium Cars,,Vehicle Sales by make,Citroën,thousand vehicles,Statista Market Insights,,241.9,262.3,155.3,177,59.13,45.72,63.63,101.4,70.61,86.22,97.52,103.8,101.1,91.75,90.85
Worldwide,Medium Cars,,Vehicle Sales by make,Denza,thousand vehicles,Statista Market Insights,,2.89,2.29,4.68,1.97,2.09,1.77,1.96,9.98,127.8,129.8,131.7,133.3,134.7,136.1,137.3
Worldwide,Medium Cars,,Vehicle Sales by make,Dodge,thousand vehicles,Statista Market Insights,,87.58,45.66,13.76,1.95,0.8,1.12,1.23,28.19,27.23,17.05,24.61,27.93,27.75,24.37,22.94
Worldwide,Medium Cars,,Vehicle Sales by make,Dongfeng,thousand vehicles,Statista Market Insights,,60.27,50.5,50.72,39.37,32.57,22.58,42.73,33.47,34.06,34.59,35.07,35.5,35.88,36.23,36.54
Worldwide,Medium Cars,,Vehicle Sales by make,DS,thousand vehicles,Statista Market Insights,,17.89,19.89,13.15,6.69,0.5,10.67,5.78,10.32,10.15,7.17,10.36,12.54,10.63,9.17,8.57
Worldwide,Medium Cars,,Vehicle Sales by make,Fiat,thousand vehicles,Statista Market Insights,,301.7,316,346,301.4,278,205,214.8,192.6,213.2,287.3,314,344.7,373.8,402.7,430.1
Worldwide,Medium Cars,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,"1,215","1,245","1,143",756.6,480.7,451,430.8,470.3,534.5,579,628.4,656.5,647.8,635.6,644.3
Worldwide,Medium Cars,,Vehicle Sales by make,Geely,thousand vehicles,Statista Market Insights,,129.4,139.7,146.7,145.4,81.56,114.2,102.1,82.7,84.36,85.95,87.09,88.25,89.19,90.05,90.79
Worldwide,Medium Cars,,Vehicle Sales by make,Great Wall,thousand vehicles,Statista Market Insights,,21.29,4.67,1.81,1.78,1.96,12.3,13.19,8.09,8.22,8.18,8.27,8.33,8.39,8.49,8.57
Worldwide,Medium Cars,,Vehicle Sales by make,Hafei,thousand vehicles,Statista Market Insights,,0,0.98,0.49,1.47,0.98,0.66,0.41,0.3,0.31,0.31,0.31,0.32,0.32,0.33,0.33
Worldwide,Medium Cars,,Vehicle Sales by make,Haima,thousand vehicles,Statista Market Insights,,60.46,58.78,21.48,7.3,0.49,5.93,23.59,2.87,2.92,2.96,3,3.04,3.07,3.1,3.13
Worldwide,Medium Cars,,Vehicle Sales by make,Honda,thousand vehicles,Statista Market Insights,,703.4,789.7,875.3,870.3,559.7,658.9,598,516.4,591.4,671.4,698.4,692.2,655.2,673.1,661.3
Worldwide,Medium Cars,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,"1,231","1,273","1,199","1,171","1,004",677,746.3,697.2,777,871.9,888.1,915.4,"1,056","1,225","1,388"
Worldwide,Medium Cars,,Vehicle Sales by make,Infiniti,thousand vehicles,Statista Market Insights,,0.87,8.92,8.29,3.87,2.06,1.78,3.97,3.88,3.97,3.21,4.08,4.49,4.36,4.1,3.99
Worldwide,Medium Cars,,Vehicle Sales by make,JAC,thousand vehicles,Statista Market Insights,,17.28,9.49,7.34,5.09,6.11,10.3,11.04,3,3.07,2.54,2.48,2.56,2.65,2.67,2.65
Worldwide,Medium Cars,,Vehicle Sales by make,Kia,thousand vehicles,Statista Market Insights,,635.6,686.2,582.5,460.1,444.4,411,436.6,365.6,420.8,440.1,445,451,513.6,596.9,680.1
Worldwide,Medium Cars,,Vehicle Sales by make,Lada,thousand vehicles,Statista Market Insights,,,0.01,0.86,1.3,1.63,0.86,0.84,0.77,0.8,0.79,0.85,1,0.92,0.9,0.89
Worldwide,Medium Cars,,Vehicle Sales by make,Lancia,thousand vehicles,Statista Market Insights,,9.07,9.2,9.1,9.73,9.45,12,10.67,9.99,16.12,15.68,15.65,14.45,13.93,14.44,15.05
Worldwide,Medium Cars,,Vehicle Sales by make,Lifan,thousand vehicles,Statista Market Insights,,14.3,5.68,4.67,0.77,0.18,8.61,9.36,5.63,5.73,5.82,5.9,5.97,6.04,6.1,6.15
Worldwide,Medium Cars,,Vehicle Sales by make,Luxgen,thousand vehicles,Statista Market Insights,,7.85,2.59,0.14,0.12,0.52,1.99,3.19,1.86,1.9,1.93,1.95,1.98,2,2.02,2.04
Worldwide,Medium Cars,,Vehicle Sales by make,Maruti Suzuki,thousand vehicles,Statista Market Insights,,49.68,50.8,58.68,55.95,58.2,47.14,57.52,70.93,75.92,63.07,61.28,62.57,64.24,65.43,65.59
Worldwide,Medium Cars,,Vehicle Sales by make,Mazda,thousand vehicles,Statista Market Insights,,432.2,406.9,395.6,347.1,251.8,197.1,267.9,235.1,247.7,239.3,258.1,270.7,283.5,288.8,295.7
Worldwide,Medium Cars,,Vehicle Sales by make,Mercedes-Benz,thousand vehicles,Statista Market Insights,,271.9,294.4,290.5,293.2,320.6,146.8,138.7,110.2,136.8,209.1,214.4,222,264.2,319.3,371
Worldwide,Medium Cars,,Vehicle Sales by make,MG,thousand vehicles,Statista Market Insights,,31.44,40,46.25,122.1,73.87,29.62,40.26,50.05,54.15,57.31,58.61,59.72,60.23,60.4,60.57
Worldwide,Medium Cars,,Vehicle Sales by make,Mitsubishi,thousand vehicles,Statista Market Insights,,70.69,62.71,63.1,59.01,57.96,53.66,63.76,73.7,58.51,59.45,67.03,71.88,69.79,63.57,63.42
Worldwide,Medium Cars,,Vehicle Sales by make,Nissan,thousand vehicles,Statista Market Insights,,"1,853","1,976","1,828","1,808","1,729","1,151",944.3,"1,337","1,396","1,385","1,439","1,478","1,442","1,424","1,408"
Worldwide,Medium Cars,,Vehicle Sales by make,Opel/Vauxhall,thousand vehicles,Statista Market Insights,,202.2,270,230.4,169.5,146.6,85.28,80.08,52.27,87.98,138.4,142,135.6,126.8,129.5,129.6
Worldwide,Medium Cars,,Vehicle Sales by make,Others,thousand vehicles,Statista Market Insights,,15.47,15.82,14.66,13.5,11.13,10.78,18.48,18.97,20.57,18.06,18.55,18.66,18.57,18.83,18.8
Worldwide,Medium Cars,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,592,558.5,389,311.7,242,135.6,144.1,96.07,208.4,238.4,259.8,277.2,291,305.7,322.5
Worldwide,Medium Cars,,Vehicle Sales by make,Proton,thousand vehicles,Statista Market Insights,,44.67,31.49,30.52,27.58,42.33,43.77,47.21,49.45,51.23,51.91,54.01,54.74,56.6,57.32,59.11
Worldwide,Medium Cars,,Vehicle Sales by make,Qoros,thousand vehicles,Statista Market Insights,,14.25,13.31,3.68,16.03,1.01,0.4,6.66,5.25,5.34,5.42,5.5,5.57,5.63,5.68,5.73
Worldwide,Medium Cars,,Vehicle Sales by make,Renault,thousand vehicles,Statista Market Insights,,220.2,248,253.9,222.1,212.6,133.5,136.3,92.04,100.6,176.7,185.6,200.7,268.2,343.7,418.5
Worldwide,Medium Cars,,Vehicle Sales by make,Roewe,thousand vehicles,Statista Market Insights,,94.24,142.7,152.7,240.6,220.9,125.4,28,111.8,113.7,115.5,117.2,118.6,119.9,121.1,122.1
Worldwide,Medium Cars,,Vehicle Sales by make,Scion,thousand vehicles,Statista Market Insights,,31.68,12.01,12.01,0,0,13.7,14.42,13.75,17.42,11.77,16.31,18.22,16.34,13.05,13.75
Worldwide,Medium Cars,,Vehicle Sales by make,SEAT,thousand vehicles,Statista Market Insights,,177.1,180.4,179.6,175.3,172.9,117.3,45.58,85.34,101.2,106.5,126.2,135.1,183.8,240.3,292.6
Worldwide,Medium Cars,,Vehicle Sales by make,Senova,thousand vehicles,Statista Market Insights,,60.48,25.64,22.64,57.54,16.64,3.85,4.35,14.77,15.04,15.27,15.48,15.68,15.85,16,16.14
Worldwide,Medium Cars,,Vehicle Sales by make,Skoda,thousand vehicles,Statista Market Insights,,537.3,578.6,550,490.2,440.9,259.6,183.5,212.8,244.3,263.6,269.3,264.2,258.1,252.3,251.8
Worldwide,Medium Cars,,Vehicle Sales by make,Soueast,thousand vehicles,Statista Market Insights,,38.15,15.95,7.25,2.68,0.36,10.29,17.74,1.63,1.65,1.68,1.7,1.72,1.74,1.76,1.78
Worldwide,Medium Cars,,Vehicle Sales by make,Subaru,thousand vehicles,Statista Market Insights,,425.5,407.5,479.6,487.9,285.4,235.7,263,100.4,113,258,262.7,256.3,220.7,229.5,218.4
Worldwide,Medium Cars,,Vehicle Sales by make,Suzuki,thousand vehicles,Statista Market Insights,,86.41,71.56,57.19,52.25,48.17,40.62,40.69,32.24,37.56,41.21,41.65,41.59,41.11,41.29,41.7
